 branch       t        N        S       dN/dS    dN       dS        N*dN   S*dS
1654..1655     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1655..358     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1655..42      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1654..1656     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1656..1657     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1657..1658     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1658..460     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1658..114     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1657..1659     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1659..1660     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1660..129     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1660..396     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1659..1661     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1661..1662     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1662..1663     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1663..1664     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1664..1665     0.020    420.6    164.4   0.0968   0.0018   0.0190    0.8    3.1
1665..803     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1665..1666     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1666..821     0.009    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1666..488     0.006    420.6    164.4   0.0968   0.0006   0.0058    0.2    1.0
1664..1667     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1667..1668     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1668..1669     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1669..456     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1669..1670     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1670..87      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1670..1671     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1671..191     0.017    420.6    164.4   0.0968   0.0016   0.0162    0.7    2.7
1671..454     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1668..1672     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1672..1673     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1673..1674     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1674..371     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1674..498     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1673..1675     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1675..1676     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1676..585     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1676..1677     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1677..385     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1677..12      0.014    420.6    164.4   0.0968   0.0013   0.0135    0.5    2.2
1675..1678     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1678..1679     0.005    420.6    164.4   0.0968   0.0005   0.0052    0.2    0.8
1679..833     0.009    420.6    164.4   0.0968   0.0008   0.0083    0.3    1.4
1679..1680     0.020    420.6    164.4   0.0968   0.0019   0.0194    0.8    3.2
1680..399     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1680..1681     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1681..120     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1681..427     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1678..1682     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1682..1683     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1683..704     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1683..1684     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1684..436     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1684..85      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1682..644     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1672..615     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1667..1685     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1685..286     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1685..263     0.011    420.6    164.4   0.0968   0.0010   0.0107    0.4    1.8
1663..1686     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1686..1687     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1687..781     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1687..1688     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1688..720     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1688..557     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1686..1689     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1689..543     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1689..1690     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1690..479     0.011    420.6    164.4   0.0968   0.0010   0.0107    0.4    1.8
1690..1691     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1691..1692     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1692..504     0.017    420.6    164.4   0.0968   0.0016   0.0162    0.7    2.7
1692..874     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1691..561     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1662..1693     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1693..1694     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1694..1695     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1695..905     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1695..861     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1694..31      0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1693..650     0.009    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1661..15      0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1656..1696     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1696..1697     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1697..41      0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1697..157     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1696..1698     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1698..418     0.009    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1698..220     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1651..1699     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1699..1700     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1700..1701     0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.3
1701..53      0.011    420.6    164.4   0.0968   0.0010   0.0109    0.4    1.8
1701..341     0.009    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1700..109     0.018    420.6    164.4   0.0968   0.0016   0.0168    0.7    2.8
1699..819     0.023    420.6    164.4   0.0968   0.0021   0.0218    0.9    3.6
1605..1702     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1702..1703     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1703..857     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1703..1704     0.006    420.6    164.4   0.0968   0.0005   0.0056    0.2    0.9
1704..935     0.071    420.6    164.4   0.0968   0.0065   0.0676    2.8   11.1
1704..1705     0.003    420.6    164.4   0.0968   0.0002   0.0025    0.1    0.4
1705..899     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1705..808     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1702..1706     0.003    420.6    164.4   0.0968   0.0003   0.0031    0.1    0.5
1706..1707     0.041    420.6    164.4   0.0968   0.0038   0.0393    1.6    6.5
1707..26      0.006    420.6    164.4   0.0968   0.0005   0.0056    0.2    0.9
1707..1708     0.003    420.6    164.4   0.0968   0.0002   0.0024    0.1    0.4
1708..612     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1708..19      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1706..1709     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1709..486     0.008    420.6    164.4   0.0968   0.0008   0.0080    0.3    1.3
1709..619     0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.3
1599..389     0.026    420.6    164.4   0.0968   0.0024   0.0251    1.0    4.1
1598..1710     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1710..1711     0.013    420.6    164.4   0.0968   0.0012   0.0124    0.5    2.0
1711..245     0.048    420.6    164.4   0.0968   0.0044   0.0457    1.9    7.5
1711..1712     0.004    420.6    164.4   0.0968   0.0004   0.0037    0.2    0.6
1712..1713     0.039    420.6    164.4   0.0968   0.0036   0.0373    1.5    6.1
1713..956     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1713..28      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1712..1714     0.039    420.6    164.4   0.0968   0.0036   0.0368    1.5    6.1
1714..896     0.015    420.6    164.4   0.0968   0.0014   0.0143    0.6    2.3
1714..1715     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1715..1716     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1716..231     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1716..625     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1715..253     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1710..1717     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.5
1717..1718     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1718..1719     0.015    420.6    164.4   0.0968   0.0014   0.0141    0.6    2.3
1719..204     0.023    420.6    164.4   0.0968   0.0022   0.0223    0.9    3.7
1719..1720     0.008    420.6    164.4   0.0968   0.0008   0.0079    0.3    1.3
1720..1721     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1721..1722     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1722..1723     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1723..1724     0.017    420.6    164.4   0.0968   0.0016   0.0166    0.7    2.7
1724..739     0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.3
1724..947     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1723..1725     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1725..761     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1725..1726     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1726..516     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1726..285     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1722..324     0.014    420.6    164.4   0.0968   0.0013   0.0136    0.6    2.2
1721..1727     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1727..1728     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1728..1729     0.017    420.6    164.4   0.0968   0.0016   0.0165    0.7    2.7
1729..611     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1729..78      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1728..1730     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1730..948     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1730..684     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1727..469     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1720..1731     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1731..567     0.014    420.6    164.4   0.0968   0.0013   0.0136    0.6    2.2
1731..1732     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1732..337     0.012    420.6    164.4   0.0968   0.0011   0.0110    0.4    1.8
1732..825     0.012    420.6    164.4   0.0968   0.0011   0.0110    0.4    1.8
1718..1733     0.009    420.6    164.4   0.0968   0.0008   0.0083    0.3    1.4
1733..1734     0.005    420.6    164.4   0.0968   0.0005   0.0051    0.2    0.8
1734..1735     0.064    420.6    164.4   0.0968   0.0059   0.0609    2.5   10.0
1735..654     0.036    420.6    164.4   0.0968   0.0033   0.0345    1.4    5.7
1735..276     0.016    420.6    164.4   0.0968   0.0014   0.0148    0.6    2.4
1734..1736     0.010    420.6    164.4   0.0968   0.0009   0.0091    0.4    1.5
1736..72      0.059    420.6    164.4   0.0968   0.0054   0.0563    2.3    9.3
1736..472     0.052    420.6    164.4   0.0968   0.0047   0.0490    2.0    8.1
1733..1737     0.020    420.6    164.4   0.0968   0.0018   0.0191    0.8    3.1
1737..1738     0.015    420.6    164.4   0.0968   0.0014   0.0144    0.6    2.4
1738..164     0.023    420.6    164.4   0.0968   0.0021   0.0215    0.9    3.5
1738..466     0.021    420.6    164.4   0.0968   0.0019   0.0197    0.8    3.2
1737..1739     0.019    420.6    164.4   0.0968   0.0018   0.0183    0.7    3.0
1739..410     0.003    420.6    164.4   0.0968   0.0003   0.0030    0.1    0.5
1739..17      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1717..1740     0.003    420.6    164.4   0.0968   0.0003   0.0029    0.1    0.5
1740..1741     0.003    420.6    164.4   0.0968   0.0002   0.0025    0.1    0.4
1741..917     0.044    420.6    164.4   0.0968   0.0041   0.0420    1.7    6.9
1741..1742     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1742..555     0.041    420.6    164.4   0.0968   0.0038   0.0390    1.6    6.4
1742..1743     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1743..422     0.055    420.6    164.4   0.0968   0.0050   0.0519    2.1    8.5
1743..447     0.032    420.6    164.4   0.0968   0.0029   0.0302    1.2    5.0
1740..1744     0.031    420.6    164.4   0.0968   0.0028   0.0292    1.2    4.8
1744..291     0.022    420.6    164.4   0.0968   0.0020   0.0205    0.8    3.4
1744..393     0.002    420.6    164.4   0.0968   0.0001   0.0015    0.1    0.2
1597..1745     0.018    420.6    164.4   0.0968   0.0017   0.0171    0.7    2.8
1745..96      0.014    420.6    164.4   0.0968   0.0013   0.0138    0.6    2.3
1745..642     0.039    420.6    164.4   0.0968   0.0036   0.0375    1.5    6.2
1585..1746     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1746..1747     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1747..1748     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1748..398     0.032    420.6    164.4   0.0968   0.0030   0.0306    1.2    5.0
1748..1749     0.007    420.6    164.4   0.0968   0.0007   0.0071    0.3    1.2
1749..1750     0.032    420.6    164.4   0.0968   0.0030   0.0305    1.2    5.0
1750..161     0.003    420.6    164.4   0.0968   0.0003   0.0030    0.1    0.5
1750..939     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1749..123     0.032    420.6    164.4   0.0968   0.0029   0.0305    1.2    5.0
1747..1751     0.026    420.6    164.4   0.0968   0.0023   0.0243    1.0    4.0
1751..1752     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1752..879     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1752..1753     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1753..1754     0.000    420.6    164.4   0.0968   0.0000   0.0001    0.0    0.0
1754..214     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1754..437     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1753..199     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1751..1755     0.009    420.6    164.4   0.0968   0.0008   0.0082    0.3    1.3
1755..583     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1755..697     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1746..1756     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1756..1757     0.113    420.6    164.4   0.0968   0.0104   0.1079    4.4   17.7
1757..450     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1757..841     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1756..1758     0.004    420.6    164.4   0.0968   0.0004   0.0041    0.2    0.7
1758..464     0.025    420.6    164.4   0.0968   0.0023   0.0240    1.0    3.9
1758..1759     0.014    420.6    164.4   0.0968   0.0012   0.0129    0.5    2.1
1759..1760     0.098    420.6    164.4   0.0968   0.0090   0.0928    3.8   15.2
1760..565     0.010    420.6    164.4   0.0968   0.0009   0.0095    0.4    1.6
1760..681     0.008    420.6    164.4   0.0968   0.0007   0.0074    0.3    1.2
1759..900     0.065    420.6    164.4   0.0968   0.0059   0.0613    2.5   10.1
1574..361     0.089    420.6    164.4   0.0968   0.0082   0.0845    3.4   13.9
 978..1761     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1761..1762     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1762..1763     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1763..1764     0.016    420.6    164.4   0.0968   0.0015   0.0155    0.6    2.6
1764..921     0.085    420.6    164.4   0.0968   0.0078   0.0809    3.3   13.3
1764..1765     0.000    420.6    164.4   0.0968   0.0000   0.0004    0.0    0.1
1765..672     0.006    420.6    164.4   0.0968   0.0006   0.0059    0.2    1.0
1765..1766     0.006    420.6    164.4   0.0968   0.0005   0.0055    0.2    0.9
1766..813     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.5
1766..1767     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1767..1768     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1768..737     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1768..816     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1767..492     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1763..1769     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1769..387     0.031    420.6    164.4   0.0968   0.0028   0.0292    1.2    4.8
1769..1770     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1770..1771     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1771..1772     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1772..1773     0.005    420.6    164.4   0.0968   0.0005   0.0047    0.2    0.8
1773..927     0.027    420.6    164.4   0.0968   0.0025   0.0256    1.0    4.2
1773..1774     0.036    420.6    164.4   0.0968   0.0033   0.0343    1.4    5.6
1774..77      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1774..850     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1772..1775     0.015    420.6    164.4   0.0968   0.0014   0.0146    0.6    2.4
1775..820     0.011    420.6    164.4   0.0968   0.0010   0.0108    0.4    1.8
1775..130     0.008    420.6    164.4   0.0968   0.0007   0.0074    0.3    1.2
1771..1776     0.002    420.6    164.4   0.0968   0.0002   0.0016    0.1    0.3
1776..1777     0.030    420.6    164.4   0.0968   0.0028   0.0289    1.2    4.7
1777..547     0.024    420.6    164.4   0.0968   0.0022   0.0231    0.9    3.8
1777..758     0.013    420.6    164.4   0.0968   0.0012   0.0120    0.5    2.0
1776..802     0.015    420.6    164.4   0.0968   0.0014   0.0146    0.6    2.4
1770..419     0.032    420.6    164.4   0.0968   0.0029   0.0304    1.2    5.0
1762..1778     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1778..1779     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1779..1780     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1780..1781     0.005    420.6    164.4   0.0968   0.0005   0.0052    0.2    0.9
1781..1782     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1782..357     0.017    420.6    164.4   0.0968   0.0016   0.0163    0.7    2.7
1782..349     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1781..1783     0.003    420.6    164.4   0.0968   0.0003   0.0026    0.1    0.4
1783..1784     0.006    420.6    164.4   0.0968   0.0005   0.0056    0.2    0.9
1784..1785     0.003    420.6    164.4   0.0968   0.0002   0.0024    0.1    0.4
1785..580     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1785..89      0.012    420.6    164.4   0.0968   0.0011   0.0114    0.5    1.9
1784..1786     0.012    420.6    164.4   0.0968   0.0011   0.0110    0.4    1.8
1786..1787     0.006    420.6    164.4   0.0968   0.0005   0.0053    0.2    0.9
1787..237     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1787..323     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1786..236     0.003    420.6    164.4   0.0968   0.0003   0.0028    0.1    0.5
1783..1788     0.017    420.6    164.4   0.0968   0.0016   0.0166    0.7    2.7
1788..1789     0.006    420.6    164.4   0.0968   0.0005   0.0055    0.2    0.9
1789..1790     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1790..167     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1790..172     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1789..441     0.009    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1788..668     0.005    420.6    164.4   0.0968   0.0005   0.0052    0.2    0.9
1780..1791     0.033    420.6    164.4   0.0968   0.0030   0.0310    1.3    5.1
1791..180     0.022    420.6    164.4   0.0968   0.0020   0.0211    0.9    3.5
1791..1792     0.008    420.6    164.4   0.0968   0.0007   0.0073    0.3    1.2
1792..747     0.014    420.6    164.4   0.0968   0.0013   0.0136    0.6    2.2
1792..451     0.009    420.6    164.4   0.0968   0.0009   0.0089    0.4    1.5
1779..1793     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1793..1794     0.003    420.6    164.4   0.0968   0.0002   0.0026    0.1    0.4
1794..707     0.029    420.6    164.4   0.0968   0.0027   0.0280    1.1    4.6
1794..1795     0.033    420.6    164.4   0.0968   0.0031   0.0317    1.3    5.2
1795..570     0.011    420.6    164.4   0.0968   0.0010   0.0101    0.4    1.7
1795..1796     0.013    420.6    164.4   0.0968   0.0012   0.0121    0.5    2.0
1796..1797     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1797..575     0.014    420.6    164.4   0.0968   0.0013   0.0137    0.6    2.3
1797..735     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1796..465     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1793..1798     0.009    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1798..1799     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1799..1800     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1800..1801     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1801..1802     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1802..636     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1802..609     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1801..1803     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1803..661     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1803..83      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1800..1804     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1804..870     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1804..582     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1799..1805     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1805..135     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1805..1806     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1806..616     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1806..1807     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1807..1808     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1808..1809     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1809..347     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1809..941     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1808..1810     0.008    420.6    164.4   0.0968   0.0008   0.0081    0.3    1.3
1810..757     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1810..183     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1807..1811     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1811..1812     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1812..280     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1812..1813     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1813..876     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1813..1814     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1814..413     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1814..327     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1811..1815     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1815..595     0.006    420.6    164.4   0.0968   0.0005   0.0054    0.2    0.9
1815..1816     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1816..1817     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1817..1818     0.003    420.6    164.4   0.0968   0.0003   0.0027    0.1    0.4
1818..1819     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1819..546     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1819..1820     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1820..514     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1820..942     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1818..173     0.003    420.6    164.4   0.0968   0.0003   0.0030    0.1    0.5
1817..873     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1816..1821     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1821..635     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1821..1822     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1822..107     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1822..76      0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
1798..1823     0.000    420.6    164.4   0.0968   0.0000   0.0000    0.0    0.0
